pt_code,pt_name
10041408,spasms in upper thighs
10041408,spazms
10041469,difficulty with speech
10041469,loss of speech
10041745,spotting problems
10041745,spotting
10041909,stength and stamina destroyed
10041909,decreased stamina
10041909,loss of endurance
10041909,reduced stamina
10041909,went down stamina
10041909,loss of stamina
10041912,stuttering
10041970,fatty strands in my liver
10041970,fatty liver
10042033,stevens johnson syndrome
10042041,wrists seized up
10042041,stiff elbows
10042041,joint stiffness in hands
10042041,stiffness in lower back
10042041,mild stiffness of my fingers
10042041,feet seized up
10042041,stiffness in hands
10042041,elbows stiff
10042042,stiffness at left knee
10042042,knees stiff
10042042,stiffness in both knees
10042042,stiff knees
10042042,knees seized up
10042042,aches and stiffness knees
10042043,neck stiffness
10042043,stiff neck
10042043,neck stiff
10042043,stiffness neck
10042045,stiff
10042045,body stiffed during sleep
10042045,stiffness
10042045,general body stiffness
10042045,stiffness similar to arthritis
10042045,body stiffness
10042045,stiffness in whole body
10042045,finger stiffness
10042060,left shoulder is almost immobile
10042060,major stiffness in shoulder
10042076,stomack pains
10042076,moderate stomach pain
10042076,starting to upset my stomach
10042076,pain in my stomach
10042076,stomach hurt soooo bad
10042076,stomache aches
10042076,stomach pains
10042076,pain in stomach
10042076,stomach pain
10042076,stomich ake
10042076,discomfort in right side upper and lower of stomach area
10042076,stomach aches
10042076,stomach ache
10042076,stomach is still sore
10042076,tummy pains
10042076,pain in the pit of my stomach
10042076,stomach discomfort
10042164,calf muscle strains
10042164,pulled/strained calf
10042209,stress
10042458,occasional thoughts of suicide
10042458,suicidal thoughts
10042458,thoughts about suicide
10042458,thoughts of suicide
10042461,suicidal
10042494,sensitive to sunlight
10042494,sun sensitivity
10042597,tendonitis in my shoulders
10042645,difficulty swallowing
10042645,trouble swallowing
10042645,difficulty in swallowing
10042645,difficulties to swallow
10042645,difficult swallowing
10042647,swallowing so bad
10042647,swallowing problems
10042661,sweated
10042661,sweating
10042661,sweats
10042662,unexplained sweating
10042667,extreme sweating
10042667,pronounced sweating
10042667,sweating a lot
10042667,sweating alot
10042674,swelling
10042674,swollen
10042674,body swelling
10042679,swelling abdomen
10042679,intestinal distention
10042689,swollen elbows
10042693,swollen feet
10042693,sever swelling of feet
10042693,swollen foot
10042693,lumpy swelling on both feet in same place on each
10042693,swollen feet and ankles
10042693,swelling feet
10042693,swollen feet & ankles
10042694,fingers swelled up
10042694,fingers are swollen
10042694,knuckles are so swollen
10042694,fingertips got puffy
10042697,right knee always swollen
10042697,right knee swelled
10042697,swollen knees
10042697,swelling of right knee
10042697,knee swells
10042697,swelling in knee
10042697,swelling at knee
10042702,swelling of the legs
10042702,swelling of the legs and feet
10042702,swollen legs
10042707,swelling wrists
10042715,swelling of ankles
10042715,swelling in one ankle
10042715,ankle swelling
10042715,swollen ankles
10042759,digestion problems
10042759,digestive changes
10042759,difficulty with digestive system
10042772,faintness
10042772,fainting
10042772,syncope
10042772,fainting spells
10043071,tachycardia
10043071,increase my heart rate
10043071,my heart rate jumped to 106
10043071,rapid heart beat
10043071,increased heart rate
10043071,elevated heart rate
10043071,fast and slow heartbeat
10043126,taste perversion
10043126,altered taste
10043134,decreased sense of taste
10043134,taste loss
10043134,loss of taste for salt and sugars
10043134,lost my sense of taste
10043209,temporal lobe epilepsy
10043255,tendonits
10043255,severe and chronic tendonitis in my elbows
10043255,tendonitis in my knees
10043255,tendinitis
10043255,tendonitisis in heels
10043255,heel tendon bruising
10043255,tendonitis
10043255,tendonitis in elbows
10043255,flared up tendenitis
10043368,decreased testosterone
10043498,thoughts of hurting myself
10043525,swelling of throat
10043525,swelling in throat
10043528,tightness of throat
10043528,tight throat
10043528,tightness in throat with occasional choking problem
10043528,tightness in my throat
10043528,throat tightness
10043854,chest tightness
10043854,feel like a bubble of air is stuck in my chest
10043854,weird tight feeling in chest cavity
10043854,tight chest
10043854,tighening of the chest
10043880,buzzing left leg
10043880,buzzing sensation in leg
10043880,buzzing in limbs
10043881,face and scalp tingling
10043881,arms tingling in
10043881,arms started tingling
10043882,tinninitus
10043882,problems with tinnitus
10043882,tinititis
10043882,tinnitus (left ear)
10043882,tinnitus in my left ear
10043882,severe tintitinitis (ringing in ears)
10043882,tinnitis
10043882,tintinitus
10043882,tinnitus
10043882,ringing in the ears
10043885,persisten feeling of tiredness
10043885,persistent triedness
10043885,always tired
10043885,feeling tired a lot
10043885,tired most of the time
10043885,feeling tired all the time
10043885,persistent feeling of tiredness
10043885,tired all the time
10043890,feel tired
10043890,tired more than ususal
10043890,feeling extremely tired
10043890,"very, very tired all the time"
10043890,feel exhausted
10043890,extremely tired feeling
10043890,so tired
10043890,tiredness is at a high level
10043890,tired
10043890,drained and tired
10043890,tiredness
10043890,easily fatigued
10043890,extremely tired
10043890,more tiered
10043890,zombie like tired
10043890,tiredeness
10043890,make me so tired
10043890,very tired
10043890,tired all the time
10043890,very very tired
10043984,swollen tongue
10044017,toothache
10044380,transient global amnesia
10044390,tia's
10044562,trembling
10044565,shaky
10044565,tremor
10044565,could not stop shaking
10044565,hand tremors
10044565,right hand tremor
10044565,tremors in right hand
10044565,very shaky
10044565,tremors
10044565,tremors although the body
10044565,shaking
10045178,tunnel vision
10045198,constant twitching
10045198,twitching mouth
10045198,head has been twitching
10045198,twitching in thighs
10045198,twitching
10045198,twitching around my mouth
10045198,twitch
10045293,ulcer lower bowel
10045474,couldn't move my legs
10045474,couldn't lift my arms
10045474,couldn't use my arm
10045474,unable to lift my legs
10045474,unable to reach the top of my head with my hands
10045474,unable to raise my left arm
10045474,couldn't lift my arms or legs
10046260,feel shaky
10046260,feeling shakey
10046261,waking felt unsteady
10046261,unsteasiness walking
10046261,not sure footed as i walked
10046273,pain in upper back (over left shoulder blade)
10046273,soreness in upper back
10046273,pain between my shoulder blades
10046273,muscle pain in upper back
10046273,back pain upper
10046273,pain inbetween both shoulder blades
10046318,sick to my stomach
10046318,stomach stayed upset and painful
10046318,stomach upset
10046318,sick to stomach
10046318,seriously upset my stomach
10046318,upset my stomach
10046318,stomach upsets
10046318,sick at stomach
10046318,upset stomach
10046318,upset stomache
10046318,stomach distress
10046318,stomach irritation
10046318,severe stomach upset
10046539,frequent sudden urges to go pee that came out with a force that sprayed everywhere
10046539,5-6 times at night to pee; normally 1 or 2
10046539,frequent urination
10046543,urinary incontinence
10046543,no control over urination
10046543,urine leaking
10046555,couldnt pass urine
10046555,bladder not to empty as it should
10046555,couldn't urinate
10046555,difficulty urinating
10046571,urinery tract infection
10046571,severe urinary tract infections
10046593,urge to urinate constantly
10046593,urge to urinate
10046809,uterus pain and cramping
10046823,period like cramps
10046823,uterine cramping
10046823,uterus starting to have spasms
10046823,uterus contractions
10046823,severe uterine cramping
10046823,extreme uterine cramping
10046823,"uterine, cramps (menopausal for 20 years)"
10046823,uterine cramps
10046883,vaginal bleeding
10046883,first vaginal bleeding
10046883,heavy/extra vaginal bleeding
10046883,heavy vaginal bleeding
10046883,bloody vagina
10047235,bp was very low
10047340,vertigo like attack
10047340,room spinning
10047340,vertigo like attacks
10047340,vertigo like symptons
10047340,spinning head
10047340,severe vertigo
10047340,vertigo
10047340,vertgo
10047340,extreme vertigo
10047340,vertigo like episodes
10047522,sudden loss of vision
10047528,trouble focusing while reading
10047543,eyesight problems
10047543,loss of vison
10047543,at times felt like i'm going blind
10047543,vision is giving me problems
10047543,visual disturbances
10047543,vision problems - seeing two or three of everything
10047543,visual deficits
10047543,finger pins and needles
10047543,eye sight changes
10047543,vision problems
10047543,at times felt that i'm going blind
10047543,eyesight has changed
10047571,vision impaired
10047571,slip in vision
10047571,sight loss
10047700,vomitting
10047700,threw up
10047700,vomited
10047700,vomiting
10047700,throw up
10047700,extreme vomiting
10047700,puking
10047810,difficulty walking due to swelling in legs
10047810,could hardly walk or sit
10047810,couldn't walk across the room
10047810,difficult to walk
10047810,comfortably couldn't walk
10047810,difficulty to walk
10047810,can hardly sleep
10047810,difficulty walking
10047810,hard to walk
10047810,couldn't walk
10047810,could barely walk across the room
10047810,trouble with walking/balance
10047810,can barely walk
10047810,difficulty picking my feet up
10047810,could not even walk in the morning
10047810,difficulty in walking
10047810,could barely walk
10047810,move slow
10047810,dificultly in walking
10047810,hard time walking
10047810,hardly walk
10047810,could not walk without falling
10047810,trouble walking
10047810,couldn't walk straight
10047810,dragging legs
10047810,difficult for me to walk
10047810,it's a chore to just walk around
10047810,could'nt walk
10047810,s l o w walking
10047810,bearly walk
10047810,hard to pick up feet
10047810,could not walk
10047810,can hardly walk
10047810,inability to walk with left foot pain
10047810,could hardly walk
10047810,couldnt walk
10047810,barely walk
10047810,struggling walking too far
10047810,cannot walk more than 5 yards
10047848,watery
10047848,eyes running
10047868,weakness in my arms
10047868,extreme leg weakness
10047868,weakness in arms
10047868,weakness in knees
10047868,in legs weakness
10047868,weakness in leg muscles
10047868,severe leg muscle weakness
10047868,arm weakness
10047868,leg weakness
10047868,muscle weakness in ankle
10047868,weakness in my legs
10047868,dibilitating problem with both of my arms
10047868,weakness in his knees
10047868,weak legs
10047868,legs would go wobbly
10047868,muscle weakness in my left arm
10047868,weakness in hips
10047868,muscle weakness in plantar muscle
10047868,in both legs weakness
10047868,weak & wobbley knees
10047868,weakness in thighs
10047868,weakness in upper arm muscles
10047868,weakness in legs
10047868,muscle weakness in my right hand causing me to lose grip and drop things
10047868,weaknesses in my legs
10047868,weakness in both legs
10047868,leg support weak
10047868,lower leg weakness
10047868,legs were so weak and tired
10047868,weak in my arms and hands
10047868,weak & wobbley ankles
10047868,weakness in my right arm
10047868,arms weak
10047868,muscle weakness in my legs
10047868,weakness in both arms
10047868,weakness in back
10047896,gaining excess weight
10047896,wieght gain
10047896,weight gain
10047896,gained a lot of weight
10047896,put weight on suddenly for no reason
10047899,big weight gain in stomach area
10047899,weight increase
10047899,increased weight gain
10047899,belly weight gain
10047899,weight increased
10047899,added weight
10047900,loss of weight
10047900,weight loss
10047900,severe weight loss
10047900,lost 30 pounds
10047900,rapid weight loss
10047921,wheezing
10047940,elevated white blood cell count (very high)
10047940,elevated wbc
10047969,skin - white patches
10047989,gastrointestinal cramping
10047989,gassy
10047989,gastritis
10047989,alot of gas
10047989,gas
10048025,always worrying
10048053,hand writting had deteriorated
10048245,yellow skin
10048245,yellow color to my skin
10048334,inability to pull myself from bed
10048334,could not walk 75 feet
10048334,could barely get out of bed in the morning
10048334,needed help getting out of bed and off a chair
10048334,could hardly move
10048334,decreased mobility
10048334,mobility has decreased
10048334,slowness in movement
10048334,could barely move
10048439,fibromyalgia
10048466,dys-motility
10048556,liver blood test mildly elevated
10048556,liver readings went up
10048556,elevated liver function
10048677,pain in my buttocks
10048692,aching joints wrists
10048692,wrist joints sore
10048692,pain in wrist
10048692,wrists pain
10048692,wrist pain
10048706,restricted movement
10048706,movement is restricted
10048706,loss of range of motion
10048706,couldn't move shoulders
10048706,movement is restricted and it is impossible to make a fist
10048721,gurgling stomach
10048721,gurgling
10048722,pain under ribs
10048722,sore ribs
10048722,ribs hurt
10048744,fear of falling over
10048746,tummy bloating
10048746,bloating of stomach
10048746,extreme bloating
10048746,bloated stomach
10048913,tender joints
10048948,bedridden
10048971,feel like i got hit by a truck
10048971,had pains throughout my upper body
10048971,felt like i had been run over by a truck
10048971,felt like a truck hit me
10048971,severe upper body pain
10048972,eye hemorrhages
10048973,thigh soreness
10048973,thighs sore
10048973,"pain in both quads (above knee, back of leg)"
10048973,soreness in thighs
10048973,pain in upper legs
10048973,pain in right thigh
10048973,pain on outer sides of thighs
10048973,thigh pain
10048973,pain in my thighs
10048973,pain in my left thigh
10048973,pain in both upper legs
10049061,vision reduced
10049116,could not lose weight even exercising and eating healthy food
10049116,unable to lose weight even when on strict diet
10049119,emotional
10049230,hands tender
10049230,hands tingle
10049230,tingeling in fingers
10049230,hand being asleep
10049230,tingling hands
10049230,hands tingling
10049230,strong tingling in one hand
10049230,losing the feeling in his right hand
10049230,hands are tingling
10049278,could not walk for three weeks
10049278,unable to walk
10049278,can't walk
10049278,inability to walk
10049278,i simply could not walk
10049278,inablity to walk
10049278,lost my ability to walk
10049278,cant walk
10049278,cannot walk
10049278,not being able to walk
10049278,cannot walk even a short distance due to pain
10049278,unable to walk or stand
10049398,gum ulcerations
10049565,extreme muscle fatigue
10049565,tired lower arms and legs muscel
10049565,fatigue in arms
10049565,tire very quickly muscles
10049565,fatigue in legs
10049565,muscle fatigue
10049565,weariness of the leg muscles
10049565,in the triceps arm fatigue
10049565,tiredness in leg
10049565,tired or burning muscles
10049565,legs felt like they had run a marathon
10049565,legs feel tired
10049565,muscel fatigue
10049565,legs are very weak
10049565,fatigue in forearms
10049565,muscle weariness in legs
10049565,legs began feeling very tired
10049565,muscle fatigue in my forearms
10049565,over-streesed muscles
10049565,muscle tiring
10049568,neck swollen
10049681,hands are somewhat numb
10049681,numbness in my hands
10049681,numbness and tingling in my hands
10049681,"prickling,numbness in hand"
10049681,hands numb
10049681,right hand has been getting numb
10049681,severe numbness in hand
10049681,numbness hands
10049681,hand numbness
10049755,sight gets tired
10049770,stiffness in hips
10049770,aches and stiffness hips
10049796,eyes microabrasions
10049799,numbness in toes
10049799,numbness in right toe
10049799,numbness in all of my toes
10049799,numbness in all toes
10049799,numbness in left toe
10049799,numb feet in toe area
10049800,numbness in my feet
10049800,numbness in toes
10049800,numbing of my feet
10049800,feet numbing
10049800,numb toes
10049800,numbness in left foot
10049854,burning feet
10049854,ankles and the soles of my feet feels like i was walking on hot coals
10049854,severe burning of the feet
10049854,burning in the soles of my feet
10049854,burning feet in toe area
10049854,heel is hot
10049854,ball of the foot would feel as if it was inflamed
10049976,impatient
10049976,less patience
10050023,vaginal skin burns
10050031,severe muscle pull/strain
10050031,strained muscles
10050031,muscle pull
10050031,muscle strain
10050073,effected my equilibrium
10050218,unable to stand
10050218,dificult to stand or walk for too long
10050280,feeling a fragility
10050464,obsessively focused on morbid
10050582,right ventricular was mildly dilated
10050584,bruising
10050584,bruising problems
10050584,bruises
10050811,walking with a cane
10050811,had to use a cane to walk
10050819,chest spasm
10050819,chest muscle soreness
10050819,chest muscle pains
10050819,muscle pain in my chest
10051051,kidney damage
10051051,damaging my kidneys
10051051,kidney troubles
10051051,kidney problems
10051052,kidney problems
10051374,joints poping and cracking
10051374,cracking sensations in my joints
10051587,muscle aches in calves
10051587,soreness in calf muscles
10051587,pain in leg muscles
10051587,muscle aches in my legs
10051587,leg muscle soreness
10051587,leg muscle inflamed
10051587,debilitating muscle pain in my legs
10051587,muscle pain in the leg
10051587,slight muscle soreness in legs
10051587,muscle pain in the legs
10051587,muscle pain in legs
10051587,aching muscles in legs
10051587,very painful muscle aches in calves
10051587,muscle pain calf area
10051797,tender to the touch
10052060,joint pain in spine
10052251,congestion
10052251,congestion with clear phlem
10052337,stage 1 diastolic dysfunction
10052337,diastolic dysfunction
10052407,constant pins and needles in the toes
10052407,toe tinglingling
10052407,loss of feeling in toes
10052407,sensations of tingling in my feet
10052408,left shoulder tingles
10052409,legs started tingling
10052409,legs tingling in
10052409,no feeling in right leg
10052409,"lost most of my feeling in feet, legs and hands"
10052409,tingling in legs
10052409,reduced feeling below the knees
10052409,tingling in my legs
10052409,sensations of tingling in my legs
10052411,pain traveling to my buddocks
10052411,pain traveling to my stomach
10052897,permanent nerve damage to my feet
10052897,permanent nerve damage
10052897,nerve damage
10053155,upper abdominal discomfort
10053168,weird symptoms (eg. popping) in big toe joints
10053168,weird symptoms (eg. popping) in knee
10053204,excess gas
10053204,limits my ability to walk
10053204,gassy
10053204,gas
10053643,neurodegeneration
10053643,neurological problems
10053840,septicaemia
10054110,severe vaginal cramps
10055842,rectal bleeding
10055842,rectal bleed
10055917,"edema-swelling of the hands, feet, legs"
10055920,edema of fingers and face
10056090,ulceration of the osophragus
10056090,esofogual uclers
10056122,black and blue marks
10056122,purple sploches around waist
10056122,discoloration of skin [blotchy] on the neck
10056465,food cravings
10056465,crave carbohydrates
10056465,crave sweets
10056819,gastric problems
10057488,yellow eyes
10058140,throbbing headache
10058204,edema of hands
10058726,limp
10058726,caused me to limp
10058726,hobbling around
10058726,cause me to limp
10058726,limped
10058726,significant limp
10059050,irretractable lower back pain
10059096,blood vessels in eye burst
10059096,eyes are bloodshot
10059133,cluster headaches
10059879,movement restriction
10060814,left leg iliotial band syndrome
10060820,permanent joint damage
10061218,inflamation
10061218,inflammation
10061246,degenerative back disease
10061249,bleeding in my abdomen after coughing and rupturing a blood vessel
10061258,locking fingers
10061265,stomach cramping
10061265,learning problems
10061265,severe stomach cramping
10061265,stomach cramps
10061265,pain with stomach cramps
10061265,sever abdominal cramps
10061265,severe abdominal cramps
10061265,severe abdominal cramping
10061265,sporadic lower abdominal cramping
10061265,sever stomach cramps
10061265,painful stomach cramps
10061265,cramping in my stomach
10061296,inability to perform fine motor skills
10061296,loss of fine motor skills
10061428,very poor appetite
10061461,erectile disfunction
10061461,impotence
10061481,kidney damage
10061520,sickness
10061520,sick
10061536,parkinson's
10061536,parkinsons
10061827,sleep disturbance
10061827,sleep disturbances
10061920,psychosis
10062016,decreased immune system
10062237,kidney readings became bad
10062237,affecting my kidneys
10062237,kidney readings became so high
10062556,reduced hand grip power
10062556,trouble holding on to things
10063006,muscle cramps in face
10063455,swells the nasal passages
10063455,swollen nasal passages
10063952,charley horses in calves
10063952,charlie horse in feet
10063952,charley horses in legs
10063952,charley horse in my side
10063952,charley horses in feet
10063952,charlie horses
10063952,terrible charlie horses
10063952,charlie horse in my calves
10063952,charley horses
10063952,charley horses in shoulders
10063952,charley horse in one or both breasts
10063952,charley horses in the abdomen
10063952,charley horses in breasts
10063952,charley horses in abdomen
10063952,charley horses in sides
10064102,loss of sense of smell
10064102,decreased sense of smell
10064623,several bowel movements
10064623,frequent bowel movements
10064748,darkness in urine
10064748,dark urine
10064752,very dark urine
10064752,urine like root beer
10064752,urine dark brown
10064804,inflammed ligaments
10065556,partial loss of sight
10065629,exercise intolerance
10065629,impaired my ability to exercise
10065629,exhaustion after exercise
10065629,couldn't exercise or eat
10065629,impaired my ability to take long walks
10065629,excercise intolerance
10065702,"hands, have little or no grip"
10065702,hands very weak
10065702,hands were nowhere near as strong as they once were
10065702,hand weakness (constantly dropping things)
10065776,"loss of muscle strenth, mainly calves"
10065776,loss of support in calf musells
10065895,weakness in shoulders
10065895,in shoulders weakness
10065955,severe arthritis symptoms in hip joints
10066014,felt like shin splints
10066371,pain in every tendon in my body
10066371,tendonitis
10066371,lower tendon pain
10066371,tendon pain
10066557,chronic diarrhea
10066714,sudden horriable grabbing pain in one ankle
10066714,acute pain
10066714,sudden knee pain
10066714,sudden grabbing pain in ankle
10066714,sudden onset of pain
10066868,irritable bowel syndrome of the sigmoid area and descending colon with obstipation and constipation
10067170,"absent mindendness,"
10067170,absentminded
10067464,chewing/swallowing difficulties like biting my tongue and inside my cheek
10067585,type ii diabetes
10067585,type ii diabetes became uncontrolled
10067673,leaky heart valves
10067711,words would not form
10067711,couldn't find words
10067711,unable to find words or remember names
10067893,horrible back spasms
10067893,severe cramping in my back
10067893,extreme muscle spazms in my lower back
10067893,spasms in my back
10067893,severe back spasms
10067893,severe back spasm
10067893,back spasms
10067893,muscle cramps in ribs
10068446,loss of short term memory
10068446,short-term memory disappeared
10068446,short term memory issues
10068446,short term memory lacking
10068446,memory (sht term)loss
10068446,short term memory problems
10068446,working memory and short-term memory loss
10068446,short term memory is terrible
10068446,short term memory dysfunction
10068446,terrible short term memory problems
10068446,short term memory affected
10068446,short-term memory loss
10068446,short term memory loss
10068559,elevated crp
10069632,my bladder all but quit working
10069739,vein in my one leg is bulging
10069830,could not eat
10069830,can't eat normal
10069830,couldn't eat or drink
10070541,muscles are like boards they're so tight
10070541,hideously increased muscle tension
10070541,in forearms tightness
10070541,muscles in my lower abdomen started to contract
10070541,lower back is also tight
10070541,tightness in legs
10070541,muscles very tight
10070541,constant muscle tension in legs
10071299,slowed speach
10071701,pain in my arms
10071701,pain in forearms
10071701,pain in arm
10071701,arm aching
10071701,pain in my arm
10071701,armpain
10071701,sore arms
10071701,arm pain
10071701,aches and pain in both arms
10071701,pain in my arm and shoulder
10071701,back pain in the am
10071701,pain in arms
10071701,very severe pain in arms
10071701,arms painful
10071701,severe pain in arm
10071701,aching pain in my arms
10071729,disturbed sleep patterns
10072970,miniscus damage
CONCEPT_LESS,nerves sensitivity
CONCEPT_LESS,shoulders are still very messed up
CONCEPT_LESS,i'm up all night in bathroom
CONCEPT_LESS,severe legs problems
CONCEPT_LESS,heart attack symptoms
CONCEPT_LESS,feeling like my stomach is full and empty at the same time
CONCEPT_LESS,reflux
CONCEPT_LESS,stomach feels empty all the time
CONCEPT_LESS,it felt like i was having a baby
CONCEPT_LESS,"body was ""shutting"" down"
CONCEPT_LESS,zombie like doped up state
CONCEPT_LESS,stroke like symptoms
CONCEPT_LESS,left foot larger than right now by one size
CONCEPT_LESS,right knee protruding out of joint
CONCEPT_LESS,tightness
CONCEPT_LESS,syptoms similar to tia
CONCEPT_LESS,i walk like an old person
CONCEPT_LESS,could not do things fast enough
CONCEPT_LESS,heart was thumping
CONCEPT_LESS,high
CONCEPT_LESS,permanently and totally disabled
CONCEPT_LESS,insides were vibrating
CONCEPT_LESS,can't walk up stairs
CONCEPT_LESS,weird tight feeling in my head
CONCEPT_LESS,severe vision problems
CONCEPT_LESS,urination effected
CONCEPT_LESS,urine corrosive
CONCEPT_LESS,tendon weakness
CONCEPT_LESS,spaced-out feeling
CONCEPT_LESS,loss of reason to live
CONCEPT_LESS,could not hold it
CONCEPT_LESS,dosent want to get out of bed
CONCEPT_LESS,inability to visualize
CONCEPT_LESS,partial paralysis
CONCEPT_LESS,loss of ne
CONCEPT_LESS,feeling like i am having a heart attack
CONCEPT_LESS,warm sensation in my chest
CONCEPT_LESS,felt like my leg bones were filled with cold metal and ached deeply and hurt
CONCEPT_LESS,prostate infection
CONCEPT_LESS,didn't even decrease the pain a little bit
CONCEPT_LESS,lack of control
CONCEPT_LESS,sed rate is high
CONCEPT_LESS,loss of dreaming
CONCEPT_LESS,zoned out
CONCEPT_LESS,hardest on legs
CONCEPT_LESS,felt like i was having a stroke
CONCEPT_LESS,blood clots that traveled to my eye
CONCEPT_LESS,arms have little or no grip
CONCEPT_LESS,veins hurt
CONCEPT_LESS,leg buzzing sensation
CONCEPT_LESS,felt like a shark biting into my right calf
CONCEPT_LESS,sugar started to go up
CONCEPT_LESS,difficulty getting up out of a chair
CONCEPT_LESS,balance
CONCEPT_LESS,could barely stand and walk
CONCEPT_LESS,felt like i had aged to eighty years old overnight
CONCEPT_LESS,other foot problems
CONCEPT_LESS,vengence
CONCEPT_LESS,will never get back the full use of my arms or legs
CONCEPT_LESS,i was eighty years old
CONCEPT_LESS,brain not sending messages to my muscles
CONCEPT_LESS,unable to get out of chairs without help
CONCEPT_LESS,felt much older than i was
CONCEPT_LESS,limits my ability lift anything
CONCEPT_LESS,as if i have rigor mortis and am being resurrected from death (no exaggeration)
CONCEPT_LESS,wincing
CONCEPT_LESS,can't do anything with my hands
CONCEPT_LESS,right arm is tight
CONCEPT_LESS,extremely limits the use of my arms
CONCEPT_LESS,couldn't climb stairs
CONCEPT_LESS,minor period bleeding
CONCEPT_LESS,thought that i was having a stroke
CONCEPT_LESS,could not lie on either side in bed
CONCEPT_LESS,toes felt arthritic;
CONCEPT_LESS,never felt so old in my life
CONCEPT_LESS,eighty years old feeling
CONCEPT_LESS,muscle tingley thing
CONCEPT_LESS,like my life was gonna slip away and die
CONCEPT_LESS,recall was slower
CONCEPT_LESS,difficulty walking up stairs
CONCEPT_LESS,severe limitation in movement in upper arm muscles
CONCEPT_LESS,felt like an old woman
CONCEPT_LESS,psychiatric side effects
CONCEPT_LESS,extreme hot
CONCEPT_LESS,could not raise my arms
CONCEPT_LESS,compromising my liver
CONCEPT_LESS,elevated bun
CONCEPT_LESS,extreme zombie like state
CONCEPT_LESS,intermittent temperature elevation
CONCEPT_LESS,hurt exploding arm and neck
CONCEPT_LESS,temperature
CONCEPT_LESS,symptoms of als
CONCEPT_LESS,physical changes
CONCEPT_LESS,increased bleeding
CONCEPT_LESS,felt like i had a veil over my head
CONCEPT_LESS,could barely walk;had to use a cane
CONCEPT_LESS,not being able to get out of bed in the morning
CONCEPT_LESS,inhibiting my menstrual cycle
CONCEPT_LESS,biking most difficult
CONCEPT_LESS,frontal lobe abnormalities
CONCEPT_LESS,tingling eyes
CONCEPT_LESS,crippled
CONCEPT_LESS,difficulty reaching seat
CONCEPT_LESS,special feeling that all males experience in my organ
CONCEPT_LESS,could hardly lift a glass
CONCEPT_LESS,sense of eye drooping
CONCEPT_LESS,inflexibility
CONCEPT_LESS,vagueness
CONCEPT_LESS,vibrating under scalp
CONCEPT_LESS,joints that bark at me
CONCEPT_LESS,walked like a 90 year old
CONCEPT_LESS,period another
CONCEPT_LESS,felt like an old (older) man
CONCEPT_LESS,stimuly type of feeling in the neck
CONCEPT_LESS,iritated eyes
CONCEPT_LESS,hardly lift my arms
CONCEPT_LESS,possible early parkinson's symptoms
CONCEPT_LESS,skin felt like it was moving
CONCEPT_LESS,neuronal apoptosis (brain cell death)
CONCEPT_LESS,menstrating
CONCEPT_LESS,areas of fat under the skin became sore to the touch
CONCEPT_LESS,pain along front and outer side of shins
CONCEPT_LESS,can barely make it up one flight of stairs
CONCEPT_LESS,empty stomach feeling
CONCEPT_LESS,can't get out of bed in the morning
CONCEPT_LESS,sugar level drops
CONCEPT_LESS,extreme reactions to heat
CONCEPT_LESS,move like someone much older
CONCEPT_LESS,suffocated me
CONCEPT_LESS,muscle-joint degeneration
CONCEPT_LESS,legs felt like dropping off
CONCEPT_LESS,feel like you are constantly wearing heavy socks and gloves
CONCEPT_LESS,problems with feet
CONCEPT_LESS,pressure is up
CONCEPT_LESS,blood clots
CONCEPT_LESS,pushing blood presure up
CONCEPT_LESS,trouble standing for longer periods of time
CONCEPT_LESS,odd sensation in the center back of my calves
CONCEPT_LESS,hopelessness
CONCEPT_LESS,concentrating
CONCEPT_LESS,reliving of past terrible events
CONCEPT_LESS,hardly able to lift things
CONCEPT_LESS,foot turned at right angle
CONCEPT_LESS,pinches in skin
CONCEPT_LESS,fall asleep
CONCEPT_LESS,balance problems when turning around or standing to walking movements
CONCEPT_LESS,vibrating sensation
CONCEPT_LESS,socked in the arm
CONCEPT_LESS,could hardly stand it
CONCEPT_LESS,feel like an old man
CONCEPT_LESS,brought my period on
CONCEPT_LESS,psychological enigmas
CONCEPT_LESS,distention
CONCEPT_LESS,self loathing
CONCEPT_LESS,dark thoughts
CONCEPT_LESS,lt wrist joint
CONCEPT_LESS,redness and swelling
CONCEPT_LESS,sleep aid
CONCEPT_LESS,passing massive amounts of blood
CONCEPT_LESS,memory
CONCEPT_LESS,trouble brathing
CONCEPT_LESS,difficulty getting out of bed in the morning
CONCEPT_LESS,lungs feel heavy
CONCEPT_LESS,hard to get up in the am
CONCEPT_LESS,felt like removing my intestines
CONCEPT_LESS,can't bend over
CONCEPT_LESS,clotting
CONCEPT_LESS,stomach rough
CONCEPT_LESS,unable to even climb 1 flight of stairs
CONCEPT_LESS,can't get out of bed
CONCEPT_LESS,muscle function irregularities
CONCEPT_LESS,couldn't go up stairs easily
CONCEPT_LESS,inability to function
CONCEPT_LESS,loss of calf support in legs
CONCEPT_LESS,bp 145/95
CONCEPT_LESS,blood work showed mildly higher levels
CONCEPT_LESS,tightness in the neck
CONCEPT_LESS,psychiatric
CONCEPT_LESS,unable to speak
CONCEPT_LESS,terrifying thoughts
CONCEPT_LESS,return of my period
CONCEPT_LESS,bizarre muscular sensations
CONCEPT_LESS,stomach problems
CONCEPT_LESS,kidney
CONCEPT_LESS,back of neck
CONCEPT_LESS,unable to control weight
CONCEPT_LESS,vagues
